GENE P MarkerN MarkerNTEST genename Annotation
ENSG00000073008 2.30988720368863e-05 158 158 PVR pLOF+missense
ENSG00000138663 5.75927889016059e-05 60 60 COPS4 pLOF+missense
ENSG00000261611 7.18153758865192e-05 26 26 AC010547.4 pLOF+missense
ENSG00000168785 0.000358958560400247 56 56 TSPAN5 pLOF+missense
ENSG00000069399 0.000400243033928271 149 149 BCL3 pLOF+missense
ENSG00000100075 0.000410930863186776 108 108 SLC25A1 pLOF+missense
ENSG00000084674 0.000412089822851458 1541 1541 APOB pLOF+missense
ENSG00000061936 0.000445656885188384 328 328 SFSWAP pLOF+missense
ENSG00000129084 0.000515484336455652 55 55 PSMA1 pLOF+missense
ENSG00000151882 0.000559487476447296 48 48 CCL28 pLOF+missense
ENSG00000072310 0.00058373762094166 427 427 SREBF1 pLOF+missense
ENSG00000141431 0.000591299664511436 663 663 ASXL3 pLOF+missense
ENSG00000198062 0.000620777798714611 18 18 POTEH pLOF+missense
ENSG00000110696 0.000640418454093683 48 48 C11orf58 pLOF+missense
ENSG00000176209 0.000643683197414147 40 40 SMIM19 pLOF+missense
ENSG00000055332 0.00065843851014713 136 136 EIF2AK2 pLOF+missense
ENSG00000181744 0.00067575738066239 153 153 DIPK2A pLOF+missense
ENSG00000163162 0.000701369342180902 119 119 RNF149 pLOF+missense
ENSG00000101558 0.000734242008140873 93 93 VAPA pLOF+missense
ENSG00000028277 0.000737114057065669 166 166 POU2F2 pLOF+missense
ENSG00000171962 0.000840894195785036 222 222 DRC3 pLOF+missense
ENSG00000138193 0.000897332086507663 725 725 PLCE1 pLOF+missense
ENSG00000175063 0.000938722097424294 77 77 UBE2C pLOF+missense
ENSG00000095932 0.00102297377184868 52 52 SMIM24 pLOF+missense
ENSG00000125651 0.00103841837480922 219 219 GTF2F1 pLOF+missense
ENSG00000100568 0.00105946549671176 99 99 VTI1B pLOF+missense
ENSG00000111913 0.00115589896825652 359 359 RIPOR2 pLOF+missense
ENSG00000103043 0.00120216905216686 266 266 VAC14 pLOF+missense
ENSG00000104728 0.00121519758590172 715 715 ARHGEF10 pLOF+missense
ENSG00000196240 0.00123735937873815 131 131 OR2T2 pLOF+missense
ENSG00000125870 0.00125092901814139 51 51 SNRPB2 pLOF+missense
ENSG00000005243 0.00140763142246714 83 83 COPZ2 pLOF+missense
ENSG00000186635 0.00145496849750626 510 510 ARAP1 pLOF+missense
ENSG00000081237 0.00150636559798401 387 387 PTPRC pLOF+missense
ENSG00000131507 0.00153919949638925 47 47 NDFIP1 pLOF+missense
ENSG00000064687 0.00155332150530496 1036 1036 ABCA7 pLOF+missense
ENSG00000157978 0.00162117686495145 133 133 LDLRAP1 pLOF+missense
ENSG00000092871 0.00168235703566189 101 101 RFFL pLOF+missense
ENSG00000104892 0.00169611308426154 315 315 KLC3 pLOF+missense
ENSG00000183826 0.00171068376089356 201 201 BTBD9 pLOF+missense
ENSG00000176884 0.00184821433750204 151 151 GRIN1 pLOF+missense
ENSG00000172680 0.00197205639627751 116 116 MOS pLOF+missense
ENSG00000119314 0.00197227541071932 158 158 PTBP3 pLOF+missense
ENSG00000127955 0.00206031096980785 85 85 GNAI1 pLOF+missense
ENSG00000125780 0.00207960015875508 316 316 TGM3 pLOF+missense
ENSG00000286022 0.00213392755469044 314 314 AL121899.2 pLOF+missense
ENSG00000206531 0.00220162204151642 94 94 CD200R1L pLOF+missense
ENSG00000153064 0.00221539345321087 294 294 BANK1 pLOF+missense
ENSG00000158748 0.00223083444556715 177 177 HTR6 pLOF+missense
ENSG00000167723 0.0022402077977266 333 333 TRPV3 pLOF+missense
ENSG00000086061 0.00234664271440532 104 104 DNAJA1 pLOF+missense
ENSG00000182472 0.00239767476164143 414 414 CAPN12 pLOF+missense
ENSG00000115947 0.00254510342333747 155 155 ORC4 pLOF+missense
ENSG00000126226 0.00261746831710241 159 159 PCID2 pLOF+missense
ENSG00000081818 0.00265420898921187 315 315 PCDHB4 pLOF+missense
ENSG00000167791 0.00268380639875776 110 110 CABP2 pLOF+missense
ENSG00000121060 0.00272332939252207 200 200 TRIM25 pLOF+missense
ENSG00000120662 0.00282173119705653 164 164 MTRF1 pLOF+missense
ENSG00000006534 0.00282322137026814 17 17 ALDH3B1 pLOF+missense
ENSG00000074755 0.00283920670955284 1101 1101 ZZEF1 pLOF+missense
ENSG00000019102 0.00294380324154186 116 116 VSIG2 pLOF+missense
ENSG00000178685 0.00296170325695067 432 432 PARP10 pLOF+missense
ENSG00000134352 0.00300641794647039 250 250 IL6ST pLOF+missense
ENSG00000153132 0.00300773033657564 182 182 CLGN pLOF+missense
ENSG00000143545 0.00301246861440763 66 66 RAB13 pLOF+missense
ENSG00000176742 0.00304670360133474 160 160 OR51V1 pLOF+missense
ENSG00000179010 0.00308345391968679 38 38 MRFAP1 pLOF+missense
ENSG00000187244 0.0030868974520103 296 296 BCAM pLOF+missense
ENSG00000146094 0.00308837269691398 328 328 DOK3 pLOF+missense
ENSG00000116726 0.00322515069343832 197 197 PRAMEF12 pLOF+missense
ENSG00000196793 0.00335924515652586 159 159 ZNF239 pLOF+missense
ENSG00000166889 0.00338714535988938 230 230 PATL1 pLOF+missense
ENSG00000115828 0.00339014257400971 180 180 QPCT pLOF+missense
ENSG00000124608 0.00347050951736227 394 394 AARS2 pLOF+missense
ENSG00000184349 0.00347759843661233 76 76 EFNA5 pLOF+missense
ENSG00000285641 0.00349548001680411 60 60 AL358472.6 pLOF+missense
ENSG00000168539 0.00350067759500494 105 105 CHRM1 pLOF+missense
ENSG00000266265 0.00353096579346945 155 155 KLF14 pLOF+missense
ENSG00000172572 0.00360896819256573 375 375 PDE3A pLOF+missense
ENSG00000172955 0.00361202182123588 118 118 ADH6 pLOF+missense
ENSG00000184108 0.00364241329376758 179 179 TRIML1 pLOF+missense
ENSG00000148082 0.00372159020348428 198 198 SHC3 pLOF+missense
ENSG00000079308 0.00373090853966174 669 669 TNS1 pLOF+missense
ENSG00000205981 0.00374657863468808 34 34 DNAJC19 pLOF+missense
ENSG00000283580 0.00374786246259407 16 16 AC098484.3 pLOF+missense
ENSG00000172361 0.00378354290889238 208 208 CFAP53 pLOF+missense
ENSG00000106477 0.00381564336049678 138 138 CEP41 pLOF+missense
ENSG00000132561 0.00383715320050959 338 338 MATN2 pLOF+missense
ENSG00000156795 0.00389951803211142 89 89 NTAQ1 pLOF+missense
ENSG00000205456 0.00390368885969916 7 7 TP53TG3D pLOF+missense
ENSG00000151725 0.00392725547909334 171 171 CENPU pLOF+missense
ENSG00000167702 0.00395049451929197 491 491 KIFC2 pLOF+missense
ENSG00000180287 0.00398964114523026 164 164 PLD5 pLOF+missense
ENSG00000119913 0.00402351318401972 135 135 TECTB pLOF+missense
ENSG00000198356 0.0040245811565518 98 98 GET3 pLOF+missense
ENSG00000137992 0.00407420986416396 140 140 DBT pLOF+missense
ENSG00000139921 0.0041437024097819 105 105 TMX1 pLOF+missense
ENSG00000125648 0.00415287631888883 209 209 SLC25A23 pLOF+missense
ENSG00000033327 0.00425179893484251 267 267 GAB2 pLOF+missense
ENSG00000173559 0.00428897231641123 89 89 NABP1 pLOF+missense
ENSG00000130203 0.00431122032349263 160 160 APOE pLOF+missense
ENSG00000103653 0.00432760935187859 81 81 CSK pLOF+missense
ENSG00000064999 0.00433603101687285 376 376 ANKS1A pLOF+missense
ENSG00000137776 0.00434943035611457 326 326 SLTM pLOF+missense
ENSG00000214253 0.00436760926413249 83 83 FIS1 pLOF+missense
ENSG00000213782 0.00440224831171476 192 192 DDX47 pLOF+missense
ENSG00000042493 0.00442893500009245 148 148 CAPG pLOF+missense
ENSG00000096384 0.00449364373425198 233 233 HSP90AB1 pLOF+missense
ENSG00000149043 0.00452504664179743 225 225 SYT8 pLOF+missense
ENSG00000182575 0.00459897218866989 96 96 NXPH3 pLOF+missense
ENSG00000158042 0.00459959329285986 73 73 MRPL17 pLOF+missense
ENSG00000176371 0.00482127809096211 230 230 ZSCAN2 pLOF+missense
ENSG00000236761 0.00484322688835392 216 216 CTAGE9 pLOF+missense
ENSG00000168137 0.00486695490549904 436 436 SETD5 pLOF+missense
ENSG00000164743 0.00498817178132938 192 192 C8orf48 pLOF+missense
ENSG00000173465 0.00498920920552359 89 89 ZNRD2 pLOF+missense
ENSG00000100311 0.00502326666597508 100 100 PDGFB pLOF+missense
ENSG00000156127 0.00508469507282594 38 38 BATF pLOF+missense
ENSG00000165471 0.00516023786295361 85 85 MBL2 pLOF+missense
ENSG00000183765 0.00517043490037983 234 234 CHEK2 pLOF+missense
ENSG00000150337 0.00523591088679731 96 96 FCGR1A pLOF+missense
ENSG00000104881 0.00548467198519853 318 318 PPP1R13L pLOF+missense
ENSG00000112130 0.00550694799769358 121 121 RNF8 pLOF+missense
ENSG00000165283 0.00552778661388553 97 97 STOML2 pLOF+missense
ENSG00000165516 0.00560143526868839 138 138 KLHDC2 pLOF+missense
ENSG00000154642 0.0056489674988619 92 92 C21orf91 pLOF+missense
ENSG00000276045 0.00568741459953492 162 162 ORAI1 pLOF+missense
ENSG00000213921 0.00574737939763181 63 63 LEUTX pLOF+missense
ENSG00000197050 0.00580787908534219 228 228 ZNF420 pLOF+missense
ENSG00000179921 0.00580804331777596 146 146 GPBAR1 pLOF+missense
ENSG00000132382 0.00599724046533368 715 715 MYBBP1A pLOF+missense
ENSG00000185722 0.00603612655057595 388 388 ANKFY1 pLOF+missense
ENSG00000148308 0.00611615789269271 222 222 GTF3C5 pLOF+missense
ENSG00000196570 0.00619029496680013 71 71 PFN3 pLOF+missense
ENSG00000178187 0.00627422722452664 137 137 ZNF454 pLOF+missense
ENSG00000125149 0.00628187459941942 112 112 C16orf70 pLOF+missense
ENSG00000135069 0.00629392149377139 133 133 PSAT1 pLOF+missense
ENSG00000013588 0.00630074958143101 155 155 GPRC5A pLOF+missense
ENSG00000138246 0.00639348702339215 601 601 DNAJC13 pLOF+missense
ENSG00000268790 0.00644753228503536 26 26 AC008764.4 pLOF+missense
ENSG00000105404 0.00646087933759609 63 63 RABAC1 pLOF+missense
ENSG00000162692 0.00659482722732041 234 234 VCAM1 pLOF+missense
ENSG00000164694 0.00673179553296588 763 763 FNDC1 pLOF+missense
ENSG00000182749 0.00673819996628877 119 119 PAQR7 pLOF+missense
ENSG00000239810 0.00679630460058134 244 244 PRAMEF11 pLOF+missense
ENSG00000154640 0.00689630166551047 83 83 BTG3 pLOF+missense
ENSG00000123124 0.00691720075496471 249 249 WWP1 pLOF+missense
ENSG00000174669 0.00693050870634415 202 202 SLC29A2 pLOF+missense
ENSG00000162772 0.00693700882901194 59 59 ATF3 pLOF+missense
ENSG00000174233 0.00695323497076938 416 416 ADCY6 pLOF+missense
ENSG00000082126 0.00697529731606772 246 246 MPP4 pLOF+missense
ENSG00000143612 0.00698737700792174 93 93 C1orf43 pLOF+missense
ENSG00000135776 0.0070267308678128 270 270 ABCB10 pLOF+missense
ENSG00000119689 0.00704117337729537 187 187 DLST pLOF+missense
ENSG00000152056 0.00704422275572947 62 62 AP1S3 pLOF+missense
ENSG00000105928 0.00707128555493974 214 214 GSDME pLOF+missense
ENSG00000257218 0.0070995492928182 55 55 GATC pLOF+missense
ENSG00000196944 0.00711307613290912 115 115 OR2T4 pLOF+missense
ENSG00000153976 0.00711317823978686 172 172 HS3ST3A1 pLOF+missense
ENSG00000139263 0.0071374139913305 391 391 LRIG3 pLOF+missense
ENSG00000072182 0.00716815240349866 295 295 ASIC4 pLOF+missense
ENSG00000213719 0.00720588068214634 69 69 CLIC1 pLOF+missense
ENSG00000015520 0.00722819625534688 510 510 NPC1L1 pLOF+missense
ENSG00000101665 0.00726999749687995 143 143 SMAD7 pLOF+missense
ENSG00000197614 0.00728517009713736 84 84 MFAP5 pLOF+missense
ENSG00000169715 0.00730912960193619 58 58 MT1E pLOF+missense
ENSG00000153989 0.00733072406408941 108 108 NUS1 pLOF+missense
ENSG00000173208 0.0073406150310168 214 214 ABCD2 pLOF+missense
ENSG00000101391 0.00736518945687514 206 206 CDK5RAP1 pLOF+missense
ENSG00000100345 0.00739963297641821 547 547 MYH9 pLOF+missense
ENSG00000111816 0.00753794612741798 179 179 FRK pLOF+missense
ENSG00000115616 0.00764419080404599 234 234 SLC9A2 pLOF+missense
ENSG00000115459 0.00768625972153536 160 160 ELMOD3 pLOF+missense
ENSG00000108518 0.00768905473925396 28 28 PFN1 pLOF+missense
ENSG00000171992 0.00770831789470139 466 466 SYNPO pLOF+missense
ENSG00000110171 0.0077434277647942 220 220 TRIM3 pLOF+missense
ENSG00000116701 0.0077545907863168 169 169 NCF2 pLOF+missense
ENSG00000177943 0.00776134920977012 649 649 MAMDC4 pLOF+missense
ENSG00000170236 0.00785035003098666 107 107 USP50 pLOF+missense
ENSG00000125753 0.00789637907759855 139 139 VASP pLOF+missense
ENSG00000162129 0.00794336337605783 286 286 CLPB pLOF+missense
ENSG00000103642 0.00797182633731963 190 190 LACTB pLOF+missense
ENSG00000276043 0.00808934852252463 210 210 UHRF1 pLOF+missense
ENSG00000253305 0.0081470771102381 322 322 PCDHGB6 pLOF+missense
ENSG00000181513 0.00817338855498639 166 166 ACBD4 pLOF+missense
ENSG00000205495 0.00821703132979101 144 144 OR52J3 pLOF+missense
ENSG00000069943 0.00822590641786447 178 178 PIGB pLOF+missense
ENSG00000166200 0.00823843017225845 52 52 COPS2 pLOF+missense
ENSG00000204344 0.00823951934839029 143 143 STK19 pLOF+missense
ENSG00000163694 0.00824612546030601 206 206 RBM47 pLOF+missense
ENSG00000136878 0.00825904974144665 386 386 USP20 pLOF+missense
ENSG00000183160 0.0082617817175068 110 110 TMEM119 pLOF+missense
ENSG00000160218 0.00829464492647169 345 345 TRAPPC10 pLOF+missense
ENSG00000167394 0.00830476950612691 219 219 ZNF668 pLOF+missense
ENSG00000127081 0.00836067911160754 227 227 ZNF484 pLOF+missense
ENSG00000170876 0.00837795254069296 192 192 TMEM43 pLOF+missense
ENSG00000130589 0.00845731086167034 1302 1302 HELZ2 pLOF+missense
ENSG00000164591 0.00848172157202831 110 110 MYOZ3 pLOF+missense
ENSG00000253958 0.0085157406422911 159 159 CLDN23 pLOF+missense
ENSG00000138286 0.00852223372528282 223 223 FAM149B1 pLOF+missense
ENSG00000167104 0.00864158865282405 169 169 BPIFB6 pLOF+missense
ENSG00000188993 0.00864311061693379 333 333 LRRC66 pLOF+missense
ENSG00000255713 0.00871046733782732 131 131 OR4D2 pLOF+missense
ENSG00000130487 0.00875096770602213 269 269 KLHDC7B pLOF+missense
ENSG00000078369 0.00878398623169474 46 46 GNB1 pLOF+missense
ENSG00000111412 0.00883854390069616 77 77 SPRING1 pLOF+missense
ENSG00000197472 0.00886390551307126 165 165 ZNF695 pLOF+missense
ENSG00000168077 0.00887412164976698 263 263 SCARA3 pLOF+missense
ENSG00000159713 0.00888429464173013 57 57 TPPP3 pLOF+missense
ENSG00000103942 0.00888987934309793 152 152 HOMER2 pLOF+missense
ENSG00000160439 0.00890260374578167 189 189 RDH13 pLOF+missense
ENSG00000148123 0.00902987739791783 86 86 PLPPR1 pLOF+missense
ENSG00000122550 0.00904643743840139 117 117 KLHL7 pLOF+missense
ENSG00000121716 0.00907511245415915 117 117 PILRB pLOF+missense
ENSG00000181195 0.00907711096515185 119 119 PENK pLOF+missense
ENSG00000091664 0.00909962821503307 146 146 SLC17A6 pLOF+missense
ENSG00000138190 0.00910407754479303 251 251 EXOC6 pLOF+missense
ENSG00000204899 0.00911952953087625 34 34 MZT1 pLOF+missense
ENSG00000135521 0.00917508126286803 149 149 LTV1 pLOF+missense
ENSG00000169621 0.00917810450711676 351 351 APLF pLOF+missense
ENSG00000149489 0.00933130216807887 186 186 ROM1 pLOF+missense
ENSG00000185565 0.0093314215175504 100 100 LSAMP pLOF+missense
ENSG00000173930 0.00933658783488889 234 234 SLCO4C1 pLOF+missense
ENSG00000126215 0.00933946986778233 166 166 XRCC3 pLOF+missense
ENSG00000108175 0.00934907354867898 310 310 ZMIZ1 pLOF+missense
ENSG00000126861 0.00935036304737125 109 109 OMG pLOF+missense
ENSG00000082684 0.0093707666681081 460 460 SEMA5B pLOF+missense
ENSG00000169154 0.00949404409209431 132 132 GOT1L1 pLOF+missense
ENSG00000166128 0.00951308889976443 45 45 RAB8B pLOF+missense
ENSG00000104731 0.0095220424875998 356 356 KLHDC4 pLOF+missense
ENSG00000163254 0.00966518023964313 89 89 CRYGC pLOF+missense
ENSG00000197992 0.00967623167950593 67 67 CLEC9A pLOF+missense
ENSG00000254087 0.00967898375045517 112 112 LYN pLOF+missense
ENSG00000068137 0.00969364283549934 314 314 PLEKHH3 pLOF+missense
ENSG00000141873 0.0099039609383258 158 158 SLC39A3 pLOF+missense
ENSG00000165118 0.00991570140831977 124 124 C9orf64 pLOF+missense
ENSG00000204592 0.00991767456503179 94 94 HLA-E pLOF+missense
ENSG00000159086 0.00994460048143475 259 259 PAXBP1 pLOF+missense
ENSG00000204965 0.00994705260418649 419 419 PCDHA5 pLOF+missense
ENSG00000107485 0.00996892902786428 142 142 GATA3 pLOF+missense
ENSG00000175287 0.0100070745337681 145 145 PHYHD1 pLOF+missense
ENSG00000082074 0.0100113714534089 267 267 FYB1 pLOF+missense
ENSG00000059122 0.0100289965308062 476 476 FLYWCH1 pLOF+missense
ENSG00000188677 0.0101064527835523 176 176 PARVB pLOF+missense
ENSG00000143278 0.0101374475522031 216 216 F13B pLOF+missense
ENSG00000205236 0.0102175654878753 14 14 AC105052.1 pLOF+missense
ENSG00000150873 0.0102236207803904 68 68 C2orf50 pLOF+missense
ENSG00000138315 0.010288498778402 230 230 OIT3 pLOF+missense
ENSG00000145241 0.0103026265391074 296 296 CENPC pLOF+missense
ENSG00000155428 0.0103546337559755 46 46 TRIM74 pLOF+missense
ENSG00000105376 0.0103601431179464 254 254 ICAM5 pLOF+missense
ENSG00000144481 0.0104210928630656 384 384 TRPM8 pLOF+missense
ENSG00000167580 0.0104791670878076 96 96 AQP2 pLOF+missense
ENSG00000143127 0.0105085362971248 47 47 ITGA10 pLOF+missense
ENSG00000138399 0.0105571744247684 295 295 FASTKD1 pLOF+missense
ENSG00000129946 0.0105940104834744 312 312 SHC2 pLOF+missense
ENSG00000267368 0.0107196517362936 15 15 UPK3BL1 pLOF+missense
ENSG00000171180 0.0107421333676246 114 114 OR2M4 pLOF+missense
ENSG00000196611 0.0107734832810201 204 204 MMP1 pLOF+missense
ENSG00000147443 0.0107751974706086 226 226 DOK2 pLOF+missense
ENSG00000165879 0.0108306186211443 105 105 FRAT1 pLOF+missense
ENSG00000005020 0.01099902058897 108 108 SKAP2 pLOF+missense
ENSG00000108771 0.0110130626917356 268 268 DHX58 pLOF+missense
ENSG00000177042 0.0110418716446212 103 103 TMEM80 pLOF+missense
ENSG00000119414 0.0110703270533773 78 78 PPP6C pLOF+missense
ENSG00000167077 0.0111104608996312 425 425 MEI1 pLOF+missense
ENSG00000186166 0.0111122247401365 150 150 CENATAC pLOF+missense
ENSG00000170837 0.011133013942241 130 130 GPR27 pLOF+missense
ENSG00000134443 0.0112477945730132 75 75 GRP pLOF+missense
ENSG00000133687 0.0112479384856502 361 361 TMTC1 pLOF+missense
ENSG00000136161 0.0112736909559531 190 190 RCBTB2 pLOF+missense
ENSG00000116721 0.0112738793700435 245 245 PRAMEF1 pLOF+missense
ENSG00000168434 0.0113602247524573 258 258 COG7 pLOF+missense
ENSG00000160209 0.011361674894621 146 146 PDXK pLOF+missense
ENSG00000168724 0.0113630179886345 218 218 DNAJC21 pLOF+missense
ENSG00000111962 0.0113827978775063 134 134 UST pLOF+missense
ENSG00000179165 0.0114141439284119 32 32 PXT1 pLOF+missense
ENSG00000140374 0.0114687943552138 110 110 ETFA pLOF+missense
ENSG00000160593 0.0114756502954567 142 142 JAML pLOF+missense
ENSG00000119705 0.0114816332175467 83 83 SLIRP pLOF+missense
ENSG00000152192 0.0114952320369222 91 91 POU4F1 pLOF+missense
ENSG00000167264 0.0115178572674853 193 193 DUS2 pLOF+missense
ENSG00000183726 0.0117757004449289 55 55 TMEM50A pLOF+missense
ENSG00000118785 0.0118128741091055 116 116 SPP1 pLOF+missense
ENSG00000165060 0.0118487546778019 94 94 FXN pLOF+missense
ENSG00000187961 0.011872364507028 411 411 KLHL17 pLOF+missense
ENSG00000133313 0.0119452410260081 210 210 CNDP2 pLOF+missense
ENSG00000014123 0.0120182399347354 278 278 UFL1 pLOF+missense
ENSG00000128519 0.0120286159265183 115 115 TAS2R16 pLOF+missense
ENSG00000186188 0.01205146765163 139 139 FFAR4 pLOF+missense
ENSG00000158473 0.0120957604747595 109 109 CD1D pLOF+missense
ENSG00000170684 0.0121535452845474 158 158 ZNF296 pLOF+missense
ENSG00000134184 0.0121663779197095 53 53 GSTM1 pLOF+missense
ENSG00000154734 0.012179495382716 316 316 ADAMTS1 pLOF+missense
ENSG00000188729 0.0122115071786885 43 43 OSTN pLOF+missense
ENSG00000050426 0.0122764199627405 161 161 LETMD1 pLOF+missense
ENSG00000100418 0.0123106960976705 47 47 DESI1 pLOF+missense
ENSG00000140534 0.0123107275308031 736 736 TICRR pLOF+missense
ENSG00000158764 0.0123434841224844 155 155 ITLN2 pLOF+missense
ENSG00000221963 0.0124356931826221 139 139 APOL6 pLOF+missense
ENSG00000169299 0.0124394786329869 219 219 PGM2 pLOF+missense
ENSG00000164037 0.012454468211495 145 145 SLC9B1 pLOF+missense
ENSG00000255245 0.012463428475916 60 60 FXYD6-FXYD2 pLOF+missense
ENSG00000124664 0.0125175274460829 122 122 SPDEF pLOF+missense
ENSG00000131018 0.0125374569749167 2929 2929 SYNE1 pLOF+missense
ENSG00000188334 0.0125641013186785 57 57 BSPH1 pLOF+missense
ENSG00000173825 0.0126072064803292 154 154 TIGD3 pLOF+missense
ENSG00000163501 0.0126685152179038 151 151 IHH pLOF+missense
ENSG00000237765 0.0126853222433986 254 254 FAM200B pLOF+missense
ENSG00000128573 0.0126885429144707 181 181 FOXP2 pLOF+missense
ENSG00000261884 0.0127043006184492 12 12 AC040162.1 pLOF+missense
ENSG00000155275 0.0127764501080241 346 346 TRMT44 pLOF+missense
ENSG00000118946 0.0129148986069484 411 411 PCDH17 pLOF+missense
ENSG00000138604 0.0129260291965764 154 154 GLCE pLOF+missense
ENSG00000132837 0.0129487304700863 306 306 DMGDH pLOF+missense
ENSG00000137101 0.012954415526529 128 128 CD72 pLOF+missense
ENSG00000125971 0.0130546559930472 41 41 DYNLRB1 pLOF+missense
ENSG00000188487 0.0130687950637731 243 243 INSC pLOF+missense
ENSG00000143318 0.0130830005847239 152 152 CASQ1 pLOF+missense
ENSG00000004478 0.0130927251868846 170 170 FKBP4 pLOF+missense
ENSG00000069020 0.013147286538729 914 914 MAST4 pLOF+missense
ENSG00000156675 0.0131787285543935 491 491 RAB11FIP1 pLOF+missense
ENSG00000105401 0.013237945505078 116 116 CDC37 pLOF+missense
ENSG00000131771 0.0132654078549654 69 69 PPP1R1B pLOF+missense
ENSG00000182795 0.013344293505846 252 252 C1orf116 pLOF+missense
ENSG00000215218 0.0134335833732018 24 24 UBE2QL1 pLOF+missense
ENSG00000088386 0.0134379662851244 271 271 SLC15A1 pLOF+missense
ENSG00000058799 0.0134638860122795 114 114 YIPF1 pLOF+missense
ENSG00000070778 0.0135170890510443 483 483 PTPN21 pLOF+missense
ENSG00000197879 0.0136836004707507 535 535 MYO1C pLOF+missense
ENSG00000185352 0.0136857069152651 171 171 HS6ST3 pLOF+missense
ENSG00000163393 0.0137886534435669 203 203 SLC22A15 pLOF+missense
ENSG00000101596 0.0138274424333176 488 488 SMCHD1 pLOF+missense
ENSG00000102547 0.013915227906112 109 109 CAB39L pLOF+missense
ENSG00000004939 0.0139221986714024 305 305 SLC4A1 pLOF+missense
ENSG00000135052 0.0139387775488991 184 184 GOLM1 pLOF+missense
ENSG00000163626 0.0139485412697877 132 132 COX18 pLOF+missense
ENSG00000064201 0.0139516783055573 128 128 TSPAN32 pLOF+missense
ENSG00000020922 0.0139968707172706 248 248 MRE11 pLOF+missense
ENSG00000083812 0.0139998400741884 269 269 ZNF324 pLOF+missense
ENSG00000185053 0.0140296401266576 158 158 SGCZ pLOF+missense
ENSG00000141337 0.0142693487626773 192 192 ARSG pLOF+missense
ENSG00000253598 0.0143098252988535 141 141 SLC10A5 pLOF+missense
ENSG00000153207 0.0143516199661321 747 747 AHCTF1 pLOF+missense
ENSG00000214063 0.0144153588784673 121 121 TSPAN4 pLOF+missense
ENSG00000154040 0.0144723077382751 232 232 CABYR pLOF+missense
ENSG00000162105 0.0144992721057466 559 559 SHANK2 pLOF+missense
ENSG00000285162 0.0145800712865969 165 165 AC004593.2 pLOF+missense
ENSG00000141560 0.0145845823306235 137 137 FN3KRP pLOF+missense
ENSG00000188803 0.0146264260780836 229 229 SHISA6 pLOF+missense
ENSG00000114767 0.0146457852047555 171 171 RRP9 pLOF+missense
ENSG00000155111 0.0146696793720758 97 97 CDK19 pLOF+missense
ENSG00000285446 0.0147856999404392 49 49 Z84488.1 pLOF+missense
ENSG00000131188 0.0147946604321276 99 99 PRR7 pLOF+missense
ENSG00000116690 0.0148111728054614 464 464 PRG4 pLOF+missense
ENSG00000076662 0.0148499736989451 214 214 ICAM3 pLOF+missense
ENSG00000114739 0.0148971860086546 147 147 ACVR2B pLOF+missense
ENSG00000107643 0.0149940994306077 105 105 MAPK8 pLOF+missense
ENSG00000178522 0.015014642086871 173 173 AMBN pLOF+missense
ENSG00000130037 0.0150219122839219 247 247 KCNA5 pLOF+missense
ENSG00000141448 0.015045178188687 208 208 GATA6 pLOF+missense
ENSG00000141380 0.0150547259896751 127 127 SS18 pLOF+missense
ENSG00000160746 0.0151261266011099 241 241 ANO10 pLOF+missense
ENSG00000185163 0.0151616498334083 354 354 DDX51 pLOF+missense
ENSG00000113083 0.015167721296952 125 125 LOX pLOF+missense
ENSG00000105732 0.0152765320730801 338 338 ZNF574 pLOF+missense
ENSG00000182584 0.0153534591775056 134 134 ACTL10 pLOF+missense
ENSG00000131187 0.0154186341710332 247 247 F12 pLOF+missense
ENSG00000277075 0.0155198349236807 57 57 H2AC8 pLOF+missense
ENSG00000014164 0.0155987088862766 431 431 ZC3H3 pLOF+missense
ENSG00000123240 0.0156344019274789 172 172 OPTN pLOF+missense
ENSG00000188522 0.0156939322339191 295 295 FAM83G pLOF+missense
ENSG00000004468 0.0157548265978216 112 112 CD38 pLOF+missense
ENSG00000165716 0.0157582285517676 246 246 DIPK1B pLOF+missense
ENSG00000196943 0.0157649971549962 214 214 NOP9 pLOF+missense
ENSG00000115257 0.0158009867894576 404 404 PCSK4 pLOF+missense
ENSG00000087008 0.0158538240751424 327 327 ACOX3 pLOF+missense
ENSG00000125485 0.0159418956144251 362 362 DDX31 pLOF+missense
ENSG00000173744 0.0160320634842364 146 146 AGFG1 pLOF+missense
ENSG00000121274 0.0160799973388613 174 174 TENT4B pLOF+missense
ENSG00000081019 0.0160810198204722 219 219 RSBN1 pLOF+missense
ENSG00000081479 0.0161032955773055 1514 1514 LRP2 pLOF+missense
ENSG00000114648 0.0162343869259124 208 208 KLHL18 pLOF+missense
ENSG00000277972 0.0162986416326387 49 49 CISD3 pLOF+missense
ENSG00000125944 0.0163088402482537 123 123 HNRNPR pLOF+missense
ENSG00000106031 0.0163412845726781 153 153 HOXA13 pLOF+missense
ENSG00000198722 0.0163595882396816 580 580 UNC13B pLOF+missense
ENSG00000069966 0.0163922774786565 151 151 GNB5 pLOF+missense
ENSG00000115419 0.0163978870777179 163 163 GLS pLOF+missense
ENSG00000067596 0.0164219929863245 299 299 DHX8 pLOF+missense
ENSG00000167113 0.0165016330116827 132 132 COQ4 pLOF+missense
ENSG00000104812 0.0165675845644201 297 297 GYS1 pLOF+missense
